Job Title,Location,Salary,Monthly Salary,Locality,City,State
Spot Offer for Customer Support Executive,"Teynampet, Chennai, Tamil Nadu","₹11,000 - ₹17,000 a month",14000.0,Teynampet,Chennai,Tamil Nadu
Associate Sales Manager,"Vashi, Navi Mumbai, Maharashtra","From ₹20,000 a month",,Vashi,Navi Mumbai,Maharashtra
Assembly Line Operator,"Chennai, Tamil Nadu","₹13,000 - ₹15,000 a month",14000.0,,Chennai,Tamil Nadu
Field Marketing Executive,"Egmore, Chennai, Tamil Nadu","₹9,838.25 - ₹27,777.89 a month",18808.07,Egmore,Chennai,Tamil Nadu
Receptionist (Female),"Navlakha, Indore, Madhya Pradesh","₹10,000 - ₹12,000 a month",11000.0,Navlakha,Indore,Madhya Pradesh
Doctor,"Bellary, Karnataka","₹20,000 - ₹25,000 a month",22500.0,,Bellary,Karnataka
Delivery Drivers / Delivery Executives / Delivery Boys / Freshers,"Chandigarh, Chandigarh","Up to ₹30,000 a month",,,Chandigarh,Chandigarh
Staff Nurse- Female,"Chennai, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Chennai,Tamil Nadu
Business Development Executive (BDE),"Kochi, Kerala","₹13,000 - ₹15,000 a month",14000.0,,Kochi,Kerala
Customer Service Representative,"Indore, Madhya Pradesh","₹10,000 - ₹15,000 a month",12500.0,,Indore,Madhya Pradesh
Staff Nurse,"Kottayam, Kerala","From ₹20,000 a month",,,Kottayam,Kerala
Female Customer Care Executive (Surat),"Surat, Gujarat","₹10,000 - ₹16,000 a month",13000.0,,Surat,Gujarat
Sales Representative,"Uppal Kalan, Hyderabad, Telangana","₹10,000 - ₹15,000 a month",12500.0,Uppal Kalan,Hyderabad,Telangana
Travel Consultant (FEMALE ONLY),"Jetalpur, Vadodara, Gujarat","₹15,000 - ₹25,000 a month",20000.0,Jetalpur,Vadodara,Gujarat
Digital Marketing Executive,"Zirakpur, Punjab","₹6,000 - ₹8,000 a month",7000.0,,Zirakpur,Punjab
Lead Generation Specialist,"Bengaluru, Karnataka","₹2,40,000 - ₹3,20,000 a year",280000.0,,Bengaluru,Karnataka
Assembly Technician cum Winding Technician,"Karur, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,,Karur,Tamil Nadu
Business Development Associate,"Chinchwad, Pune, Maharashtra","From ₹15,000 a month",,Chinchwad,Pune,Maharashtra
డెలివరీ ఎగ్జిక్యూటివ్ / డెలివరీ భాగస్వామి,"Hyderabad, Telangana","₹18,000 - ₹35,000 a month",26500.0,,Hyderabad,Telangana
Urgent Requirements of CHEMISTRY Teacher for NEET & JEE Main level,"Pune, Maharashtra","₹3,60,000 - ₹6,00,000 a year",480000.0,,Pune,Maharashtra
Digital Marketing Specialist,"Gurugram, Haryana","₹20,000 - ₹30,000 a month",25000.0,,Gurugram,Haryana
Field Executive,"Ahmedabad, Gujarat","₹10,000 - ₹12,000 a month",11000.0,,Ahmedabad,Gujarat
Telecaller Executive,"Gurugram, Haryana","₹8,000 - ₹15,000 a month",11500.0,,Gurugram,Haryana
Bussiness Development Executive,"Ashok Nagar, Ranchi, Jharkhand","₹8,000 - ₹15,000 a month",11500.0,Ashok Nagar,Ranchi,Jharkhand
Inbound Banking Hindi Voice Process,"Teynampet, Chennai, Tamil Nadu","₹14,000 - ₹16,000 a month",15000.0,Teynampet,Chennai,Tamil Nadu
Consultant Doctor,"Salem, Tamil Nadu","₹20,000 - ₹25,000 a month",22500.0,,Salem,Tamil Nadu
Architectural Draftsperson,"Nikol, Ahmedabad, Gujarat","₹8,000 - ₹25,000 a month",16500.0,Nikol,Ahmedabad,Gujarat
Sales and Customer Service Executive,"Nungambakkam High Road, Chennai, Tamil Nadu","₹18,000 - ₹22,000 a month",20000.0,Nungambakkam High Road,Chennai,Tamil Nadu
Fashion Designer(Female) as a FASHION CONSULTANT for a Retail Store,"R.S.Puram West, Tamil Nadu","From ₹12,000 a month",,,R.S.Puram West,Tamil Nadu
Aesthetic Surgeon,"T Nagar, Chennai, Tamil Nadu","₹45,000 - ₹50,000 a month",47500.0,T Nagar,Chennai,Tamil Nadu
Robotics / STEM Trainer,"Jaipur, Rajasthan","₹1,80,000 - ₹4,80,000 a year",330000.0,,Jaipur,Rajasthan
Diploma Mechanical Engineer - Design Engineer Trainee,"Coimbatore, Tamil Nadu","₹13,000 - ₹15,000 a month",14000.0,,Coimbatore,Tamil Nadu
Business Development Executive (BDE),"Bopal, Ahmedabad, Gujarat","₹15,000 - ₹35,000 a month",25000.0,Bopal,Ahmedabad,Gujarat
Admission Counselor/ Telecaler Executive,"Chandigarh, Chandigarh","From ₹15,000 a month",,,Chandigarh,Chandigarh
Sales Staff,"Chennai, Tamil Nadu","₹15,000 - ₹16,000 a month",15500.0,,Chennai,Tamil Nadu
STUDY ABROAD Admission Process Associate,"Kochi, Kerala","₹8,000 - ₹15,000 a month",11500.0,,Kochi,Kerala
Production Supervisor,"Rajkot, Gujarat","From ₹10,000 a month",,,Rajkot,Gujarat
Delivery Partner/Delivery Executive,"Bhubaneswar, Orissa","₹25,000 - ₹40,000 a month",32500.0,,Bhubaneswar,Orissa
Software Sales Executive,"Calicut, Kerala","₹8,587.91 - ₹33,638.68 a month",21113.295,,Calicut,Kerala
Tele Caller Executive,"New Alipur, Kolkata, West Bengal","₹8,000 - ₹12,500 a month",10250.0,New Alipur,Kolkata,West Bengal
Need STUDY/TOURIST visa Councellor,"Ghumar Mandi, Ludhiana, Punjab","From ₹25,000 a month",,Ghumar Mandi,Ludhiana,Punjab
Tele Calling Executive,"Ashoknagar, Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,Ashoknagar,Bengaluru,Karnataka
Territory Sales Officer,"Athgaon, Guwahati, Assam","₹15,000 - ₹21,000 a month",18000.0,Athgaon,Guwahati,Assam
Draughtsman Mechanical,"Talawade, Pune, Maharashtra","₹10,000 - ₹18,000 a month",14000.0,Talawade,Pune,Maharashtra
Business Development Executive,"Vadodara, Gujarat","₹10,000 - ₹36,000 a month",23000.0,,Vadodara,Gujarat
Restaurant Staff,"Vizhinjam, Thiruvananthapuram, Kerala","₹15,000 - ₹40,000 a month",27500.0,Vizhinjam,Thiruvananthapuram,Kerala
Aesthetic Surgeon,"Visakhapatnam, Andhra Pradesh","₹45,000 - ₹50,000 a month",47500.0,,Visakhapatnam,Andhra Pradesh
JUNIOR ARCHITECT,"Salt Lake City, West Bengal","₹15,000 - ₹25,000 a month",20000.0,,Salt Lake City,West Bengal
Delivery Partner/Delivery Executive,"Kolkata, West Bengal","₹15,000 - ₹35,000 a month",25000.0,,Kolkata,West Bengal
Interior Designer,"Mumbai, Maharashtra","₹1,80,000 - ₹3,00,000 a year",240000.0,,Mumbai,Maharashtra
"Inside Sales Account Manager - - Preferred from Hyderabad, TS","Hyderabad, Telangana","₹2,00,000 - ₹3,00,000 a year",250000.0,,Hyderabad,Telangana
Community Associate (Social Worker),"Kochi, Kerala","₹12,000 - ₹25,000 a month",18500.0,,Kochi,Kerala
Tele Marketing Executive,"Anna Nagar East, Chennai, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,Anna Nagar East,Chennai,Tamil Nadu
Customer Relationship Executive (for Rajkot candidate only),"Rajkot, Gujarat","₹10,000 - ₹25,000 a month",17500.0,,Rajkot,Gujarat
Business Development Officer,"Bengaluru, Karnataka","₹11,025.27 - ₹30,000.00 a month",20512.635000000002,,Bengaluru,Karnataka
Delivery Executive/Delivery Partner,"Noida, Uttar Pradesh","₹18,000 - ₹35,000 a month",26500.0,,Noida,Uttar Pradesh
Staff Nurse (Dermatology; Nungambakkam Chennai),"Nungambakkam, Chennai, Tamil Nadu","₹14,000 - ₹30,000 a month",22000.0,Nungambakkam,Chennai,Tamil Nadu
Junior Landscape Architect,"Bengaluru, Karnataka","From ₹18,000 a month",,,Bengaluru,Karnataka
Stock Market Trader,"Gurugram, Haryana","₹50,000 - ₹2,00,000 a year",125000.0,,Gurugram,Haryana
Sales executive-(MBA Freshers),"Kochi, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Kochi,Kerala
Sales Executive / Sales Manager - Real Estate,"Kochi, Kerala","₹20,000 - ₹30,000 a month",25000.0,,Kochi,Kerala
Junior Sales and Marketing Executive (Healthcare),"Pune, Maharashtra","₹15,000 - ₹20,000 a month",17500.0,,Pune,Maharashtra
Hairdresser,"Rajarajeshwari Nagar, Bengaluru, Karnataka","₹18,000 - ₹22,000 a month",20000.0,Rajarajeshwari Nagar,Bengaluru,Karnataka
Commis Chef,"Andheri West, Mumbai, Maharashtra","₹9,686.71 - ₹23,431.79 a month",16559.25,Andheri West,Mumbai,Maharashtra
Inside Sales Executive,"Vastrapur, Ahmedabad, Gujarat","₹15,000 - ₹25,000 a month",20000.0,Vastrapur,Ahmedabad,Gujarat
Site Engineer,"Nandanam, Chennai, Tamil Nadu","From ₹15,000 a month",,Nandanam,Chennai,Tamil Nadu
Sales & Marketing Assistant manager,"Surat, Gujarat","₹18,000 - ₹20,000 a month",19000.0,,Surat,Gujarat
Trainee,"Navadwip, West Bengal","₹10,000 - ₹12,000 a month",11000.0,,Navadwip,West Bengal
Lead Generation Executive,"Mumbai, Maharashtra","₹10,000 - ₹13,000 a month",11500.0,,Mumbai,Maharashtra
Sales & Marketing Assistant manager,"Mumbai, Maharashtra","₹20,000 - ₹22,000 a month",21000.0,,Mumbai,Maharashtra
Physiotherapist,"Madurai, Tamil Nadu","₹8,086.00 - ₹29,664.21 a month",18875.105,,Madurai,Tamil Nadu
Site Engineer,"Pimpri-Chinchwad, Maharashtra","₹10,601.15 - ₹15,000.00 a month",12800.575,,Pimpri-Chinchwad,Maharashtra
Renewals Executive,"Mumbai, Maharashtra","₹10,000 - ₹13,000 a month",11500.0,,Mumbai,Maharashtra
Electrical Engineer,"Thrissur, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Thrissur,Kerala
Field Sales Representative,"Karvenagar, Pune, Maharashtra","₹20,000 - ₹35,000 a month",27500.0,Karvenagar,Pune,Maharashtra
Café All Rounder/Barista/Tea House Chef,"Tiruchchirappalli, Tamil Nadu","From ₹12,000 a month",,,Tiruchchirappalli,Tamil Nadu
Beauty and Massage Therapist,"Chennai, Tamil Nadu","From ₹20,000 a month",,,Chennai,Tamil Nadu
Back Office Executive (Operations Insurance),"Ujjain, Madhya Pradesh","₹10,500 - ₹20,000 a month",15250.0,,Ujjain,Madhya Pradesh
Business Development Executive (Freshers & Experienced),"Chandigarh, Chandigarh",Not specified,,,Chandigarh,Chandigarh
Sales & Marketing Manager,"Kolkata, West Bengal","Up to ₹35,000 a month",,,Kolkata,West Bengal
Sales & Marketing Officer,"Kochi, Kerala","₹15,000 - ₹18,000 a month",16500.0,,Kochi,Kerala
Field Sales Representative,"Bengaluru, Karnataka","₹15,000 - ₹25,000 a month",20000.0,,Bengaluru,Karnataka
